地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2020/12/18,18:09:56.6,新島・神津島近海,34°29.2′N,139°18.2′E,11 km,5.0,震度５弱
2020/12/17,16:42:44.2,茨城県南部,36°03.4′N,139°56.2′E,45 km,4.6,震度４
2020/12/16,10:28:07.3,釧路沖,42°41.4′N,144°12.0′E,66 km,5.0,震度３
2020/12/12,16:18:54.3,岩手県沖,40°05.6′N,142°06.5′E,48 km,5.6,震度５弱
2020/12/11,08:27:52.9,鹿児島県薩摩地方,32°11.7′N,130°19.2′E,11 km,3.8,震度３
2020/12/01,07:54:33.0,サハリン西方沖,48°05.8′N,141°10.8′E,619 km,6.7,震度３
2020/11/25,11:20:19.3,茨城県南部,36°02.6′N,139°53.5′E,44 km,4.3,震度３
2020/11/22,19:05:53.9,茨城県沖,36°35.4′N,141°06.0′E,45 km,5.7,震度５弱
2020/11/06,17:56:39.5,青森県東方沖,40°55.9′N,143°14.8′E,17 km,5.7,震度３
2020/11/06,04:51:22.4,秋田県内陸北部,40°01.4′N,140°35.1′E,6 km,4.2,震度３
2020/11/03,10:29:03.2,熊本県熊本地方,32°38.0′N,130°42.5′E,6 km,3.3,震度３
2020/11/03,06:40:33.4,熊本県熊本地方,32°38.1′N,130°42.5′E,6 km,3.0,震度３
2020/10/28,15:58:31.1,千葉県北西部,35°48.3′N,140°06.8′E,69 km,4.4,震度３
2020/10/19,03:27:59.1,岐阜県美濃中西部,35°12.7′N,136°37.8′E,42 km,4.1,震度３
2020/10/17,13:00:09.9,新潟県中越地方,36°58.4′N,138°37.4′E,10 km,3.7,震度３
2020/10/13,11:11:52.7,福島県中通り,37°13.1′N,140°27.9′E,10 km,3.7,震度３
2020/10/08,12:34:26.9,トカラ列島近海,29°39.1′N,129°48.5′E,8 km,4.1,震度３
2020/10/07,09:34:06.3,熊本県熊本地方,32°42.2′N,130°46.0′E,10 km,3.5,震度３
2020/10/06,15:27:35.4,岩手県沿岸南部,39°23.1′N,141°54.8′E,94 km,4.7,震度３
2020/10/05,11:32:25.9,茨城県沖,36°20.5′N,140°39.3′E,87 km,4.5,震度３
2020/10/03,18:31:32.4,八丈島東方沖,33°32.0′N,141°02.5′E,48 km,5.8,震度３
2020/09/27,15:38:21.0,宮古島近海,24°36.8′N,125°12.0′E,28 km,4.7,震度３
2020/09/27,13:13:41.3,静岡県西部,35°04.8′N,137°47.1′E,45 km,5.1,震度４
2020/09/20,09:04:48.8,茨城県北部,36°46.9′N,140°34.4′E,8 km,4.4,震度３
2020/09/17,14:00:36.1,茨城県北部,36°27.7′N,140°36.3′E,55 km,4.3,震度３
2020/09/17,09:17:59.2,岩手県沖,39°19.9′N,142°05.2′E,48 km,4.5,震度３
2020/09/15,06:08:39.8,トカラ列島近海,29°39.4′N,129°47.2′E,8 km,3.6,震度３
2020/09/12,11:50:42.0,宮城県沖,38°41.7′N,142°15.7′E,42 km,4.9,震度３
2020/09/12,11:44:09.6,宮城県沖,38°43.3′N,142°16.2′E,43 km,6.2,震度４
2020/09/12,11:37:59.5,茨城県沖,36°31.5′N,140°41.7′E,54 km,4.0,震度３
2020/09/10,12:26:25.3,茨城県沖,36°28.7′N,140°39.8′E,19 km,4.1,震度３
2020/09/07,09:30:35.3,福井県嶺北,36°07.2′N,136°11.3′E,6 km,3.3,震度３
2020/09/07,06:33:48.4,茨城県沖,36°41.2′N,141°28.6′E,38 km,5.2,震度３
2020/09/04,09:30:21.4,福井県嶺北,36°06.8′N,136°11.4′E,7 km,3.7,震度３
2020/09/04,09:10:53.3,福井県嶺北,36°06.9′N,136°11.3′E,7 km,5.0,震度５弱
2020/09/03,00:21:34.7,父島近海,26°35.4′N,142°11.0′E,40 km,4.8,震度４
2020/09/02,19:35:42.7,根室半島南東沖,43°02.6′N,145°46.8′E,44 km,4.8,震度３
2020/09/02,02:49:58.1,石川県加賀地方,36°27.0′N,136°47.2′E,9 km,4.6,震度３
2020/09/01,13:37:09.0,十勝地方南部,42°28.5′N,143°20.9′E,50 km,3.6,震度３
2020/08/30,14:37:42.2,茨城県南部,36°11.7′N,139°48.4′E,57 km,4.4,震度３
2020/08/28,03:20:17.8,岩手県沿岸北部,40°04.3′N,141°50.8′E,51 km,4.1,震度３
2020/08/27,08:55:09.2,岐阜県美濃中西部,35°37.2′N,137°02.4′E,9 km,4.0,震度３
2020/08/22,02:32:51.8,長野県北部,36°59.0′N,138°31.4′E,10 km,3.8,震度３
2020/08/19,09:17:23.5,トカラ列島近海,29°15.7′N,129°16.5′E,17 km,3.4,震度３
2020/08/06,02:54:02.9,茨城県沖,36°13.4′N,141°36.2′E,54 km,5.6,震度３
2020/08/01,12:15:07.5,和歌山県南部,33°47.3′N,135°26.8′E,46 km,4.2,震度３
2020/07/29,05:33:23.4,茨城県沖,35°55.9′N,140°49.1′E,20 km,4.5,震度３
2020/07/25,19:39:33.6,福島県会津,37°42.0′N,140°00.2′E,7 km,4.2,震度３
2020/07/17,14:54:40.6,熊本県熊本地方,32°45.8′N,130°44.5′E,10 km,3.9,震度３
2020/07/17,13:49:35.1,福島県沖,37°33.8′N,141°37.3′E,46 km,4.6,震度３
2020/07/09,06:05:29.3,茨城県南部,36°03.8′N,139°50.6′E,45 km,4.7,震度４
2020/07/05,15:09:49.8,長野県中部,36°15.6′N,137°37.2′E,4 km,4.8,震度３
2020/07/05,07:01:19.2,岐阜県飛騨地方,36°16.8′N,137°37.0′E,4 km,4.0,震度３
2020/07/05,04:10:01.7,岐阜県飛騨地方,36°17.1′N,137°37.2′E,4 km,4.4,震度３
2020/07/03,14:12:55.0,福島県沖,37°30.4′N,141°34.3′E,46 km,4.9,震度３
2020/06/25,04:47:44.4,千葉県東方沖,35°33.2′N,141°06.7′E,36 km,6.1,震度５弱
2020/06/20,09:10:39.7,福島県会津,37°02.1′N,139°21.2′E,6 km,2.5,震度３
2020/06/19,07:25:12.7,宮古島近海,24°48.6′N,125°23.2′E,50 km,4.4,震度３
2020/06/17,15:03:03.1,岐阜県美濃中西部,35°18.6′N,136°28.0′E,6 km,4.4,震度４
2020/06/16,08:27:21.5,千葉県南部,35°02.9′N,139°55.4′E,54 km,4.1,震度３
2020/06/16,01:55:01.8,福島県沖,37°49.5′N,141°38.7′E,82 km,4.5,震度３
2020/06/14,00:51:23.0,奄美大島北西沖,28°45.8′N,128°21.3′E,165 km,6.3,震度４
2020/06/12,20:30:37.5,日向灘,32°37.5′N,132°10.7′E,40 km,4.2,震度３
2020/06/12,04:36:56.9,長野県中部,36°19.9′N,138°00.6′E,7 km,3.8,震度３
2020/06/10,00:22:40.2,土佐湾,33°19.0′N,133°21.8′E,21 km,4.7,震度４
2020/06/04,05:31:18.9,茨城県沖,36°25.7′N,140°41.5′E,52 km,4.8,震度４
2020/06/01,09:33:30.3,薩摩半島西方沖,31°34.8′N,130°20.2′E,9 km,4.3,震度４
2020/06/01,06:02:11.2,茨城県北部,36°11.4′N,140°20.6′E,97 km,5.2,震度４
2020/05/31,03:13:49.2,十勝沖,42°31.3′N,143°42.1′E,94 km,5.6,震度４
2020/05/29,19:05:14.9,長野県中部,36°15.7′N,137°38.4′E,4 km,5.3,震度４
2020/05/27,18:19:50.8,宮古島近海,24°51.0′N,125°24.5′E,51 km,5.2,震度３
2020/05/26,04:38:13.0,種子島近海,30°20.6′N,130°56.9′E,12 km,4.2,震度３
2020/05/24,21:10:19.8,三宅島近海,33°49.1′N,139°29.1′E,21 km,4.2,震度３
2020/05/23,04:33:07.2,沖縄本島近海,27°17.7′N,128°26.1′E,48 km,4.9,震度４
2020/05/22,20:11:46.5,沖縄本島近海,27°23.4′N,128°38.8′E,42 km,4.1,震度３
2020/05/19,18:45:48.2,奄美大島近海,27°59.1′N,129°29.4′E,41 km,4.5,震度３
2020/05/19,16:55:08.1,岐阜県飛騨地方,36°18.7′N,137°37.3′E,2 km,4.7,震度３
2020/05/19,16:05:03.1,岐阜県飛騨地方,36°17.3′N,137°37.7′E,3 km,4.4,震度３
2020/05/19,14:33:49.8,岐阜県飛騨地方,36°17.7′N,137°37.4′E,3 km,3.8,震度３
2020/05/19,14:23:31.0,岐阜県飛騨地方,36°17.6′N,137°37.7′E,3 km,4.7,震度３
2020/05/19,13:12:58.1,岐阜県飛騨地方,36°17.0′N,137°37.7′E,3 km,5.4,震度４
2020/05/19,12:17:12.4,福島県沖,37°30.8′N,141°25.5′E,50 km,5.4,震度４
2020/05/19,02:01:21.0,長野県中部,36°15.6′N,137°37.1′E,5 km,4.8,震度３
2020/05/18,12:00:38.4,宮城県沖,38°10.5′N,141°41.7′E,51 km,5.2,震度４
2020/05/17,20:38:26.5,紀伊水道,33°36.5′N,134°45.2′E,37 km,4.6,震度４
2020/05/16,06:27:13.9,茨城県沖,36°19.2′N,140°44.7′E,53 km,3.9,震度３
2020/05/15,06:40:14.7,宮城県沖,38°42.1′N,142°15.3′E,39 km,4.6,震度３
2020/05/14,04:30:26.2,岩手県沖,40°06.2′N,142°01.3′E,12 km,4.6,震度３
2020/05/13,22:46:24.0,釧路沖,42°52.4′N,145°03.4′E,75 km,4.0,震度３
2020/05/13,15:15:47.4,長野県中部,36°15.9′N,137°37.8′E,4 km,3.7,震度３
2020/05/13,10:28:32.2,長野県中部,36°15.7′N,137°38.1′E,3 km,4.8,震度３
2020/05/12,11:44:33.5,釧路沖,42°55.6′N,145°30.5′E,46 km,4.3,震度３
2020/05/11,08:58:33.9,茨城県沖,36°23.2′N,141°02.3′E,47 km,5.8,震度３
2020/05/10,07:42:20.4,茨城県北部,36°36.0′N,140°37.6′E,7 km,3.2,震度３
2020/05/09,06:35:16.6,岩手県沖,40°06.1′N,142°01.4′E,11 km,4.8,震度３
2020/05/06,10:16:11.9,福島県沖,37°29.0′N,141°35.6′E,46 km,4.3,震度３
2020/05/06,01:57:07.5,千葉県北西部,35°37.9′N,140°04.7′E,68 km,5.0,震度４
2020/05/04,22:34:32.5,茨城県沖,36°20.8′N,141°01.8′E,45 km,4.4,震度３
2020/05/04,22:07:49.7,千葉県北東部,35°43.8′N,140°36.6′E,48 km,5.6,震度４
2020/05/03,20:54:21.0,薩摩半島西方沖,31°18.2′N,128°43.0′E,9 km,6.2,震度３
2020/04/30,12:15:20.9,青森県東方沖,40°50.4′N,142°49.4′E,34 km,5.3,震度３
2020/04/27,11:32:17.4,長野県中部,36°14.7′N,137°38.3′E,5 km,4.8,震度３
2020/04/26,09:49:10.5,茨城県南部,36°07.9′N,140°04.8′E,66 km,4.8,震度４
2020/04/26,02:22:49.4,長野県中部,36°15.1′N,137°38.2′E,6 km,5.0,震度３
2020/04/24,04:52:26.6,青森県東方沖,41°28.8′N,141°59.5′E,65 km,5.2,震度３
2020/04/24,01:37:59.5,千葉県北東部,35°52.3′N,140°29.6′E,37 km,4.2,震度３
2020/04/23,13:57:55.1,長野県中部,36°14.1′N,137°39.0′E,5 km,5.0,震度３
2020/04/23,13:52:00.8,長野県中部,36°13.6′N,137°39.2′E,1 km,4.6,震度３
2020/04/23,13:44:22.1,長野県中部,36°13.5′N,137°39.7′E,3 km,5.5,震度４
2020/04/23,12:26:46.8,福島県浜通り,36°55.9′N,140°45.0′E,15 km,4.2,震度３
2020/04/22,02:26:26.2,長野県中部,36°13.6′N,137°39.6′E,4 km,3.8,震度３
2020/04/20,05:39:05.2,宮城県沖,38°53.2′N,142°05.9′E,46 km,6.2,震度４
2020/04/18,17:25:36.9,小笠原諸島西方沖,27°10.4′N,140°30.4′E,477 km,6.8,震度４
2020/04/16,11:18:02.6,福島県沖,37°04.4′N,141°10.0′E,50 km,4.4,震度３
2020/04/13,19:16:38.6,長野県北部,36°46.0′N,137°52.7′E,5 km,4.2,震度４
2020/04/12,00:44:48.0,茨城県南部,36°11.9′N,139°57.6′E,53 km,5.0,震度４
2020/04/08,02:53:39.1,薩摩半島西方沖,31°41.8′N,129°33.5′E,10 km,4.3,震度３
2020/04/07,14:12:01.6,日向灘,32°32.7′N,132°07.9′E,33 km,4.7,震度３
2020/04/06,05:00:09.3,石川県能登地方,37°16.0′N,136°48.7′E,12 km,4.0,震度３
2020/04/03,14:30:30.3,広島県南東部,34°27.1′N,133°22.1′E,12 km,4.1,震度３
2020/04/02,19:08:33.6,宮古島近海,24°48.2′N,125°22.4′E,49 km,4.5,震度３
2020/04/02,00:33:27.5,千葉県東方沖,35°41.7′N,140°54.8′E,13 km,4.2,震度３
2020/03/31,20:23:59.9,茨城県沖,36°23.4′N,141°02.2′E,47 km,4.7,震度３
2020/03/30,17:15:10.4,千葉県北東部,35°22.9′N,140°22.1′E,28 km,4.1,震度３
2020/03/28,09:57:51.7,浦河沖,41°55.3′N,142°21.2′E,70 km,5.0,震度３
2020/03/24,12:15:08.7,宮崎県北部平野部,32°08.4′N,131°27.5′E,19 km,3.4,震度３
2020/03/21,13:58:33.3,長野県南部,35°40.2′N,137°44.3′E,11 km,4.1,震度３
2020/03/17,17:52:32.1,トカラ列島近海,29°35.7′N,129°44.2′E,1 km,3.1,震度３
2020/03/16,20:42:16.2,福岡県北西沖,33°40.3′N,130°25.0′E,13 km,3.8,震度３
2020/03/15,11:59:53.0,長野県中部,36°06.5′N,138°21.3′E,3 km,3.7,震度３
2020/03/13,17:32:58.4,島根県西部,34°40.0′N,131°58.5′E,11 km,3.8,震度３
2020/03/13,07:15:37.6,有明海,32°48.2′N,130°32.8′E,12 km,3.8,震度３
2020/03/13,02:18:46.7,石川県能登地方,37°16.7′N,136°49.4′E,12 km,5.5,震度５強
2020/03/11,13:04:23.3,秋田県内陸南部,39°40.6′N,140°44.3′E,12 km,4.4,震度４
2020/03/09,04:28:45.8,豊後水道,33°19.3′N,132°01.7′E,59 km,4.7,震度３
2020/02/20,12:53:08.2,千葉県北東部,35°23.7′N,140°18.6′E,28 km,4.3,震度４
2020/02/20,00:50:31.4,釧路地方中南部,43°18.4′N,143°56.7′E,5 km,4.6,震度３
2020/02/19,21:53:31.7,福島県中通り,37°03.1′N,140°25.6′E,12 km,3.8,震度３
2020/02/17,12:40:50.6,茨城県南部,35°59.5′N,140°12.4′E,40 km,4.4,震度３
2020/02/13,19:33:45.1,択捉島南東沖,45°03.3′N,149°09.7′E,155 km,7.2,震度４
2020/02/12,19:37:18.8,福島県沖,37°18.6′N,141°21.5′E,87 km,5.4,震度４
2020/02/12,19:36:35.0,胆振地方中東部,42°42.0′N,141°58.5′E,41 km,4.2,震度３
2020/02/01,02:07:47.5,茨城県南部,35°58.1′N,140°03.8′E,63 km,5.3,震度４
2020/02/01,01:11:21.5,千葉県東方沖,35°40.4′N,140°42.7′E,50 km,5.0,震度３
2020/01/30,19:55:54.9,熊本県熊本地方,32°35.6′N,130°39.2′E,12 km,3.9,震度３
2020/01/30,11:54:37.3,熊本県熊本地方,33°01.3′N,130°33.2′E,9 km,3.6,震度３
2020/01/28,19:13:48.1,青森県東方沖,40°58.9′N,142°00.1′E,57 km,4.2,震度３
2020/01/28,10:36:04.2,根室半島南東沖,43°22.4′N,145°59.0′E,96 km,5.5,震度４
2020/01/22,18:52:41.8,徳島県南部,33°54.1′N,134°27.9′E,3 km,3.1,震度３
2020/01/21,19:17:54.5,茨城県沖,36°25.6′N,140°38.8′E,53 km,4.2,震度４
2020/01/17,07:11:21.1,トカラ列島近海,29°37.2′N,129°44.7′E,0 km,3.0,震度３
2020/01/16,18:36:12.7,沖縄本島近海,26°32.3′N,127°43.4′E,14 km,4.2,震度４
2020/01/15,20:31:36.4,釧路沖,42°54.5′N,145°07.0′E,91 km,4.8,震度３
2020/01/14,13:25:49.8,茨城県沖,36°07.3′N,140°52.5′E,52 km,4.9,震度３
2020/01/14,04:53:49.2,茨城県南部,36°04.6′N,139°53.0′E,46 km,4.8,震度４
2020/01/12,00:55:41.2,根室半島南東沖,43°19.2′N,146°22.6′E,48 km,4.8,震度３
2020/01/03,03:23:53.3,千葉県東方沖,35°48.6′N,141°06.9′E,34 km,5.8,震度４
2019/12/26,19:53:56.2,天草灘,32°08.2′N,130°03.2′E,8 km,3.8,震度３
2019/12/26,18:26:38.5,宮城県沖,38°31.7′N,141°48.9′E,49 km,4.7,震度３
2019/12/24,23:36:54.3,根室半島南東沖,43°29.8′N,146°09.9′E,93 km,4.8,震度３
2019/12/22,21:33:43.9,岩手県内陸南部,38°58.7′N,140°53.7′E,7 km,4.4,震度３
2019/12/22,14:24:51.0,渡島地方北部,42°03.9′N,140°26.2′E,10 km,4.2,震度３
2019/12/20,18:31:16.4,奄美大島近海,28°17.8′N,129°34.7′E,33 km,4.1,震度３
2019/12/19,15:21:33.4,青森県東方沖,40°30.7′N,142°10.7′E,50 km,5.5,震度５弱
2019/12/19,09:23:42.0,茨城県沖,36°17.2′N,140°40.1′E,89 km,4.1,震度３
2019/12/18,20:54:16.2,根室半島南東沖,43°24.5′N,145°56.7′E,98 km,4.4,震度３
2019/12/18,08:35:22.1,沖縄本島近海,27°18.3′N,128°25.9′E,47 km,5.1,震度４
2019/12/16,06:52:01.4,胆振地方中東部,42°45.6′N,141°53.7′E,31 km,4.4,震度３
2019/12/16,04:13:51.5,千葉県東方沖,35°09.2′N,140°33.9′E,59 km,4.3,震度３
2019/12/14,03:24:03.7,伊豆大島近海,35°01.8′N,139°27.0′E,33 km,4.3,震度３
2019/12/12,01:09:49.5,宗谷地方北部,45°06.3′N,141°52.7′E,7 km,4.2,震度５弱
2019/12/11,18:39:07.6,福島県沖,37°43.7′N,141°48.0′E,41 km,5.3,震度３
2019/12/07,12:33:49.2,福島県沖,37°22.8′N,141°46.6′E,41 km,4.6,震度３
2019/12/05,23:54:11.2,大隅半島東方沖,31°06.7′N,131°26.7′E,30 km,4.7,震度３
2019/12/05,22:35:16.2,茨城県北部,36°48.5′N,140°32.7′E,8 km,4.6,震度３
2019/12/04,19:35:05.2,栃木県北部,36°57.2′N,139°40.8′E,7 km,4.8,震度４
2019/12/04,18:12:56.0,茨城県南部,36°08.2′N,139°48.1′E,51 km,4.0,震度３
2019/12/04,13:27:40.9,栃木県北部,36°57.2′N,139°40.9′E,7 km,3.9,震度３
2019/12/04,10:38:53.1,茨城県北部,36°48.5′N,140°32.3′E,9 km,4.9,震度４
2019/12/03,10:18:04.6,茨城県南部,36°08.5′N,139°49.0′E,52 km,4.7,震度４
2019/12/03,08:25:17.4,岩手県沖,40°11.9′N,142°01.8′E,42 km,4.5,震度３
2019/12/03,07:54:18.3,西表島付近,24°15.0′N,123°48.0′E,17 km,4.2,震度３
2019/11/29,13:01:39.5,三陸沖,39°07.5′N,143°02.0′E,26 km,5.6,震度３
2019/11/28,16:41:15.4,釧路沖,42°49.5′N,145°14.9′E,49 km,4.7,震度３
2019/11/26,16:24:36.6,長野県南部,35°48.1′N,137°29.8′E,8 km,3.2,震度３
2019/11/26,15:09:10.9,瀬戸内海中部,34°02.7′N,133°03.8′E,16 km,4.6,震度４
2019/11/26,07:58:11.1,瀬戸内海中部,34°02.7′N,133°03.6′E,15 km,3.8,震度３
2019/11/23,21:58:09.9,北海道東方沖,43°37.0′N,147°10.7′E,34 km,5.4,震度３
2019/11/22,18:05:08.1,日向灘,31°56.2′N,131°54.7′E,24 km,5.2,震度３
2019/11/22,05:23:49.9,茨城県南部,36°04.2′N,139°53.4′E,45 km,4.5,震度３
2019/11/17,20:05:33.1,伊豆大島近海,34°38.3′N,139°03.1′E,13 km,4.7,震度４
2019/11/16,18:16:58.8,宮城県沖,38°18.5′N,141°54.4′E,64 km,4.0,震度３
2019/11/12,21:55:36.8,茨城県沖,36°25.6′N,141°01.0′E,46 km,4.4,震度３
2019/11/12,08:25:48.0,岐阜県飛騨地方,36°03.2′N,137°34.2′E,7 km,3.5,震度３
2019/11/08,18:18:23.3,茨城県沖,36°32.4′N,140°50.2′E,52 km,4.4,震度４
2019/11/06,20:11:25.8,トカラ列島近海,29°36.8′N,129°43.3′E,0 km,2.6,震度３
2019/11/03,14:02:41.9,福島県沖,37°17.9′N,141°46.6′E,42 km,5.0,震度３
2019/10/30,04:32:13.4,京都府南部,34°58.6′N,135°32.8′E,13 km,3.4,震度３
2019/10/17,22:27:16.6,熊本県熊本地方,32°37.6′N,130°45.3′E,3 km,2.4,震度３
2019/10/16,03:02:41.3,茨城県北部,36°28.1′N,140°34.8′E,64 km,3.8,震度３
2019/10/15,15:57:17.6,上川地方北部,44°41.2′N,142°17.7′E,0 km,3.3,震度３
2019/10/12,18:21:53.6,千葉県南東沖,34°40.4′N,140°38.9′E,75 km,5.4,震度４
2019/10/09,16:48:16.1,東京都２３区,35°42.9′N,139°36.6′E,27 km,3.5,震度３
2019/10/07,08:02:30.7,安芸灘,33°50.1′N,132°21.4′E,50 km,4.3,震度３
2019/09/30,01:02:31.4,茨城県北部,36°27.4′N,140°36.5′E,56 km,4.3,震度３
2019/09/29,16:47:44.0,熊本県熊本地方,32°33.7′N,130°38.9′E,11 km,3.8,震度３
2019/09/28,02:33:12.7,天草灘,32°21.8′N,129°49.4′E,14 km,4.0,震度３
2019/09/25,17:28:48.1,岩手県沖,39°20.4′N,142°03.7′E,48 km,4.4,震度３
2019/09/16,01:27:09.5,青森県東方沖,41°12.0′N,142°02.8′E,58 km,4.5,震度３
2019/09/15,12:02:40.0,岩手県沖,39°20.3′N,142°04.2′E,48 km,4.3,震度３
2019/09/07,18:35:50.8,青森県東方沖,41°34.3′N,142°04.2′E,64 km,5.0,震度３
2019/09/07,00:31:46.9,新潟県中越地方,37°07.2′N,138°36.7′E,12 km,2.8,震度３
2019/09/06,09:08:16.4,熊本県熊本地方,32°41.2′N,130°42.2′E,12 km,3.5,震度３
2019/08/31,18:03:17.5,長野県南部,35°52.7′N,138°07.7′E,11 km,4.1,震度３
2019/08/29,08:46:39.3,青森県東方沖,40°58.8′N,143°01.6′E,21 km,6.1,震度３
2019/08/27,23:58:34.0,石川県能登地方,37°27.5′N,137°14.8′E,10 km,3.8,震度３
2019/08/27,00:13:30.9,神奈川県西部,35°29.9′N,139°04.1′E,14 km,4.2,震度３
2019/08/24,13:52:46.5,福島県沖,37°23.2′N,142°25.1′E,25 km,5.6,震度３
2019/08/24,08:44:52.3,石垣島近海,24°21.9′N,124°42.4′E,54 km,5.2,震度３
2019/08/24,03:05:22.5,宮城県沖,38°24.2′N,141°53.4′E,54 km,4.2,震度３
2019/08/20,17:20:24.2,奄美大島近海,28°01.7′N,130°12.2′E,46 km,4.9,震度３
2019/08/18,19:06:40.8,新潟県下越沖,38°32.8′N,139°23.8′E,11 km,4.4,震度３
2019/08/15,15:06:08.6,青森県三八上北地方,40°47.5′N,141°19.4′E,91 km,4.5,震度３
2019/08/15,14:32:52.9,青森県三八上北地方,40°47.5′N,141°20.3′E,93 km,5.5,震度４
2019/08/04,19:23:03.5,福島県沖,37°42.4′N,141°37.9′E,45 km,6.4,震度５弱
2019/08/04,03:04:18.5,岩手県沿岸北部,39°39.8′N,141°30.7′E,73 km,4.4,震度３
2019/07/30,15:52:48.3,胆振地方中東部,42°37.2′N,141°59.6′E,28 km,4.2,震度３
2019/07/30,05:37:43.9,八丈島東方沖,32°54.7′N,140°46.6′E,59 km,5.9,震度３
2019/07/29,00:34:57.4,千葉県東方沖,35°48.7′N,140°56.4′E,24 km,4.3,震度３
2019/07/28,03:31:06.7,三重県南東沖,33°09.6′N,137°23.8′E,393 km,6.6,震度４
2019/07/25,07:14:22.6,千葉県東方沖,35°08.8′N,140°34.1′E,58 km,5.1,震度３
2019/07/22,10:39:13.9,熊本県天草・芦北地方,32°25.8′N,130°29.7′E,11 km,4.0,震度３
2019/07/17,18:00:20.5,宮城県北部,38°57.9′N,141°36.8′E,78 km,4.7,震度３
2019/07/17,00:25:43.8,福島県沖,37°10.4′N,141°23.3′E,47 km,4.3,震度３
2019/07/14,22:23:17.7,十勝地方中部,42°45.5′N,143°25.3′E,107 km,4.0,震度３
2019/07/13,09:57:43.0,奄美大島北西沖,29°14.1′N,128°10.7′E,256 km,6.0,震度３
2019/07/11,16:04:25.5,新潟県下越沖,38°33.1′N,139°24.0′E,11 km,4.3,震度３
2019/07/08,22:54:21.5,神奈川県西部,35°30.3′N,139°05.1′E,23 km,4.3,震度３
2019/07/05,16:43:23.4,静岡県伊豆地方,35°02.8′N,139°06.1′E,5 km,3.3,震度３
2019/07/04,03:06:31.8,根室半島南東沖,43°20.9′N,146°09.3′E,49 km,4.3,震度３
2019/06/27,10:32:32.7,熊本県天草・芦北地方,32°16.0′N,130°30.6′E,7 km,3.5,震度３
2019/06/24,19:22:39.4,伊豆半島東方沖,35°04.0′N,139°06.0′E,8 km,4.1,震度４
2019/06/24,09:11:44.1,千葉県南東沖,34°55.7′N,139°57.8′E,61 km,5.2,震度４
2019/06/21,05:33:23.3,山形県沖,38°36.4′N,139°27.1′E,13 km,4.0,震度３
2019/06/19,00:57:24.4,新潟県下越沖,38°33.6′N,139°23.7′E,12 km,4.2,震度４
2019/06/18,22:41:23.4,新潟県下越沖,38°35.1′N,139°24.5′E,12 km,4.1,震度３
2019/06/18,22:37:20.8,山形県沖,38°37.2′N,139°26.8′E,12 km,3.8,震度３
2019/06/18,22:27:57.5,山形県沖,38°37.0′N,139°29.4′E,13 km,4.0,震度３
2019/06/18,22:22:19.9,山形県沖,38°36.4′N,139°28.7′E,14 km,6.7,震度６強
2019/06/17,17:18:49.0,長野県南部,35°54.2′N,137°37.9′E,9 km,3.5,震度３
